,field_1,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,geometry,Unnamed: 0,counts,score
5413,5413,5504,2029640,PRISMA HEALTH BAPTIST EASLEY HOSPITAL,200 FLEETWOOD DR,EASLEY,SC,29640,NOT AVAILABLE,(864) 442-7200,GENERAL ACUTE CARE,OPEN,109,PICKENS,45077,USA,34.840659,-82.60685299,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2014-02-10,http://www.baptisteasley.org,HTL-0945,PRISMA HEALTH - UPSTATE,45,PROPRIETARY,-999,109,NOT AVAILABLE,Y,POINT (-82.60685298999989 34.8406590000001),5.0,5637.0,6.0
5414,5414,5505,194629210,SOUTH CAROLINA SEXUALLY VIOLENT PREDATOR TREATMENT PROGRAM,4546 BROAD RIVER RD,COLUMBIA,SC,29210,NOT AVAILABLE,(803) 545-0333,PSYCHIATRIC,OPEN,14,RICHLAND,45079,USA,34.07226578,-81.11094347,622210,"HOSPITALS, ADDICTION",https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2020-05-06,https://wellpathcare.com/recovery-solutions-locations/south-carolina-sexually-violent-predator-treatment-program-scvptp/,HTL-0942,CORRECT CARE OF SOUTH CAROLINA LLC,45,NOT AVAILABLE,-999,14,NOT AVAILABLE,N,POINT (-81.1109434699999 34.0722657800001),5.0,5637.0,6.0
5415,5415,5506,229307,SPARTANBURG MEDICAL CENTER - MARY BLACK CAMPUS,1700 SKYLYN DR,SPARTANBURG,SC,29307,1041,(864) 573-3000,GENERAL ACUTE CARE,OPEN,231,SPARTANBURG,45083,USA,34.97840817,-81.89551953,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2013-10-03,http://www.maryblackhealthsystem.com,HTL-0946,SPARTANBURG REGIONAL HEALTH SERVICES DISTRICT INC,45,GOVERNMENT - DISTRICT/AUTHORITY,-999,231,NOT AVAILABLE,Y,POINT (-81.8955195299999 34.9784081700001),5.0,5637.0,6.0
5416,5416,5507,1629340,CHEROKEE MEDICAL CENTER,1530 N LIMESTONE ST,GAFFNEY,SC,29340,NOT AVAILABLE,(864) 487-4271,GENERAL ACUTE CARE,OPEN,125,CHEROKEE,45021,USA,35.0898793,-81.63437267,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2014-02-10,http://maryblackgaffney.com/mary-black-gaffney/home.aspx,HTL-0947,SPARTANBURG REGIONAL HEALTH SERVICES DISTRICT INC,45,GOVERNMENT - DISTRICT/AUTHORITY,-999,125,NOT AVAILABLE,Y,POINT (-81.63437266999991 35.0898793000001),5.0,5637.0,6.0
5417,5417,5508,9129824,EDGEFIELD COUNTY HEALTHCARE,300 RIDGE MEDICAL PLAZA RD,EDGEFIELD,SC,29824,4525,(803) 637-1151,GENERAL ACUTE CARE,OPEN,25,EDGEFIELD,45037,USA,33.77900025,-81.92970697,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,HTL-0948,SELF REGIONAL HEALTHCARE PARTNERS,45,PROPRIETARY,-999,25,NOT AVAILABLE,N,POINT (-81.92970697 33.77900025),5.0,5637.0,6.0
5418,5418,5509,7429505,MUSC HEALTH FLORENCE MEDICAL CENTER,805 PAMPLICO HWY,FLORENCE,SC,29505,NOT AVAILABLE,(843) 674-5000,GENERAL ACUTE CARE,OPEN,310,FLORENCE,45041,USA,34.16006615,-79.7520554,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2014-02-10,http://www.carolinashospital.com,HTL-0949,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,45,NOT AVAILABLE,-999,310,LEVEL III,Y,POINT (-79.7520554 34.16006615),2.0,551.0,3.0
5419,5419,5510,3129706,MUSC HEALTH CHESTER MEDICAL CENTER,1 MEDICAL PARK DR,CHESTER,SC,29706,NOT AVAILABLE,(803) 581-3151,GENERAL ACUTE CARE,OPEN,82,CHESTER,45023,USA,34.68448242,-81.18315328,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2014-02-10,http://www.chospital.org,HTL-0952,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,45,NOT AVAILABLE,-999,82,NOT AVAILABLE,Y,POINT (-81.1831532799999 34.6844824200001),5.0,5637.0,6.0
5420,5420,5511,2529720,MUSC HEALTH LANCASTER MEDICAL CENTER,800 W MEETING ST,LANCASTER,SC,29720,NOT AVAILABLE,(803) 286-1481,GENERAL ACUTE CARE,OPEN,211,LANCASTER,45057,USA,34.71768707,-80.78772137,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2014-02-10,http://www.springsmemorial.com,HTL-0951,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,45,NOT AVAILABLE,-999,211,NOT AVAILABLE,Y,POINT (-80.78772137 34.7176870700001),5.0,5637.0,6.0
5421,5421,5512,10629506,MUSC HEALTH FLORENCE REHABILITATION CENTER,121 E CEDAR ST,FLORENCE,SC,29506,2576,(843) 574-5000,REHABILITATION,OPEN,66,FLORENCE,45041,USA,34.18901702,-79.76439558,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2016-10-21,http://www.carolinashospital.com/,HTL-0953,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,45,GOVERNMENT - DISTRICT/AUTHORITY,-999,66,NOT AVAILABLE,N,POINT (-79.76439558 34.1890170200001),5.0,5637.0,6.0
5422,5422,5513,196784795,REGENCY HOSPITAL OF FLORENCE,"805 PAMPLICO HWY, 2ND AND 3RD FLOORS",FLORENCE,SC,29505,NOT AVAILABLE,(843) 661-3471,GENERAL ACUTE CARE,OPEN,44,FLORENCE,45041,USA,34.1600972,-79.7520103,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2022-03-02,NOT AVAILABLE,HTL-0824,REGENCY HOSPITAL COMPANY OF SOUTH CAROLINA LLC,45,PROPRIETARY,-999,44,NOT AVAILABLE,Y,POINT (-79.7520102999999 34.1600972000001),5.0,5637.0,6.0
5423,5423,5514,192329566,TIDELANDS HEALTH REHABILITATION HOSPITAL AT LITTLE RIVER AN AFFILIATE OF ENCOMPA,100 WATER GRANDE BLVD,LITTLE RIVER,SC,29566,NOT AVAILABLE,(843) 366-4000,REHABILITATION,OPEN,46,HORRY,45051,USA,33.866419,-78.660205,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2020-05-06,https://www.encompasshealth.com/locations/tidelandshealth-murrellsinlet,HTL-0941,MYRTLE BEACH REHABILITATION HOSPITAL LLC,45,PROPRIETARY,-999,46,NOT AVAILABLE,N,POINT (-78.660205 33.8664190000001),5.0,5637.0,6.0
5424,5424,5515,10729212,PRISMA HEALTH BAPTIST PARKRIDGE,400 PALMETTO HEALTH PKWY,COLUMBIA,SC,29212,1760,(803) 907-7011,GENERAL ACUTE CARE,OPEN,76,RICHLAND,45079,USA,34.08743792,-81.16008963,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY,2016-10-27,https://www.palmettohealth.org/locations-directions/hospitals/palmetto-health-baptist-parkridge,HTL-0913,PRISMA HEALTH - MIDLANDS,45,NON-PROFIT,-999,76,NOT AVAILABLE,Y,POINT (-81.16008963 34.0874379200001),5.0,5637.0,6.0
5425,5425,5516,8629201,PRISMA HEALTH BAPTIST,TAYLOR ST AT MARION ST,COLUMBIA,SC,29220,NOT AVAILABLE,(803) 296-5010,GENERAL ACUTE CARE,OPEN,352,RICHLAND,45079,USA,34.00765482,-81.03353124,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY,2014-02-10,NOT AVAILABLE,HTL-0739,PRISMA HEALTH - MIDLANDS,45,NON-PROFIT,-999,352,NOT AVAILABLE,Y,POINT (-81.0335312399999 34.00765482),5.0,5637.0,6.0
5426,5426,5517,729325,PRISMA HEALTH - UPSTATE - PRISMA HEALTH LAURENS COUNTY HOSPITAL,22725 HWY 76 E,CLINTON,SC,29325,7527,(864) 833-9100,GENERAL ACUTE CARE,OPEN,76,LAURENS,45059,USA,34.4814708,-81.94082197,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2014-02-10,http://www.ghs.org/laurens,HTL-0932,PRISMA HEALTH - UPSTATE,45,PROPRIETARY,-999,76,NOT AVAILABLE,Y,POINT (-81.9408219699999 34.4814708000001),5.0,5637.0,6.0
5427,5427,5518,3029574,MUSC HEALTH MARION MEDICAL CENTER,2829 EAST HWY 76,MULLINS,SC,29574,NOT AVAILABLE,(843) 431-2000,GENERAL ACUTE CARE,OPEN,124,MARION,45067,USA,34.18627984,-79.32583979,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,HTL-0954,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,45,NOT AVAILABLE,-999,124,NOT AVAILABLE,Y,POINT (-79.32583979 34.1862798400001),5.0,5637.0,6.0
5428,5428,5519,183729461,ROPER ST FRANCIS BERKELEY HOSPITAL,100 CALLEN BLVD,SUMMERVILLE,SC,29486,NOT AVAILABLE,(854) 529-3002,GENERAL ACUTE CARE,OPEN,50,BERKELEY,45015,USA,33.068898,-80.095302,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2020-05-06,https://www.rsfh.com/berkeley-hospital/,HTL-0940,ROPER ST FRANCIS HOSPITAL - BERKELEY INC,45,PROPRIETARY,-999,50,NOT AVAILABLE,N,POINT (-80.0953019999999 33.068898),5.0,5637.0,6.0
5429,5429,5520,4729690,SPRINGBROOK BEHAVIORAL HEALTH SYSTEM,"1 HAVENWOOD LN, SUITE A",TRAVELERS REST,SC,29690,9447,(864) 834-8013,PSYCHIATRIC,OPEN,62,GREENVILLE,45045,USA,34.9640711,-82.45473247,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2014-02-10,http://www.springbrookbehavioral.com,HTL-0442,CHESTNUT HILL MENTAL HEALTH CENTER INC,45,PROPRIETARY,-999,62,NOT AVAILABLE,N,POINT (-82.45473247 34.9640711000001),5.0,5637.0,6.0
5430,5430,5521,196784158,MIDLANDS REGIONAL REHABILITATION HOSPITAL,20 PINNACLE PKWY,ELGIN,SC,29045,NOT AVAILABLE,(803) 438-8890,REHABILITATION,OPEN,40,KERSHAW,45055,USA,34.1468982,-80.75006727,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2022-04-01,NOT AVAILABLE,HTL-0955,MIDLANDS REGIONAL REHABILITATION HOSPITAL LLC,45,PROPRIETARY,-999,40,NOT AVAILABLE,N,POINT (-80.75006727 34.1468982000001),5.0,5637.0,6.0
5431,5431,5522,7729401,VIBRA HOSPITAL OF CHARLESTON,"1200 HOSPITAL DR, 3RD FLOOR",MOUNT PLEASANT,SC,29464,3251,(843) 375-4100,GENERAL ACUTE CARE,OPEN,59,CHARLESTON,45019,USA,32.81490163,-79.85571638,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,HTL-0764,VIBRA HOSPITALOF CHARLESTON LLC,45,PROPRIETARY,-999,59,NOT AVAILABLE,N,POINT (-79.85571638 32.8149016300001),5.0,5637.0,6.0
5432,5432,5523,3829406,MUSC HEALTH REHABILITATION HOSPITAL AN AFFILIATE OF ENCOMPASS HEALTH,9181 MEDCOM ST,NORTH CHARLESTON,SC,29406,NOT AVAILABLE,(843) 820-7777,REHABILITATION,OPEN,49,CHARLESTON,45019,USA,32.97579932,-80.06997843,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2013-10-03,NOT AVAILABLE,HTL-0958,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CHARLESTON LLC,45,PROPRIETARY,-999,49,NOT AVAILABLE,N,POINT (-80.06997842999991 32.9757993200001),5.0,5637.0,6.0
5433,5433,5524,8929466,MOUNT PLEASANT HOSPITAL,3500 HWY 17 N,MOUNT PLEASANT,SC,29466,9123,(843) 606-8990,GENERAL ACUTE CARE,OPEN,85,CHARLESTON,45019,USA,32.87782931,-79.76913142,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2014-02-10,http://www.mymountpleasanthospital.com,HTL-0909,ROPER ST FRANCIS MOUNT PLEASANT HOSPITAL,45,NON-PROFIT,-999,85,NOT AVAILABLE,Y,POINT (-79.76913141999999 32.87782931),5.0,5637.0,6.0
5434,5434,5525,2429169,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,SC,29169,4810,(803) 791-2000,GENERAL ACUTE CARE,OPEN,557,LEXINGTON,45063,USA,34.0059619,-81.11419899,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2020-03-24,http://www.lexmed.com,HTL-0960,LEXINGTON HEALTH INC,45,NON-PROFIT,-999,557,LEVEL III,Y,POINT (-81.11419899000001 34.0059619),2.0,551.0,3.0
5435,5435,5526,4129406,TRIDENT MEDICAL CENTER,9330 MEDICAL PLAZA DR,CHARLESTON,SC,29406,NOT AVAILABLE,(843) 797-7000,GENERAL ACUTE CARE,OPEN,321,CHARLESTON,45019,USA,32.9759625,-80.07307511,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2014-02-10,http://www.tridenthealthsystem.com,HTL-0777,TRIDENT MEDICAL CENTER LLC,45,PROPRIETARY,-999,321,LEVEL II,Y,POINT (-80.07307510999991 32.9759625),1.0,369.0,2.0
5436,5436,5527,196784796,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF GREENVILLE,3372 LAURENS RD,GREENVILLE,SC,29607,NOT AVAILABLE,(864) 537-4600,REHABILITATION,OPEN,40,GREENVILLE,45045,USA,34.80457178,-82.32616496,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2022-04-01,NOT AVAILABLE,HTL-0956,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF GREENVILLE LLC,45,PROPRIETARY,-999,40,NOT AVAILABLE,N,POINT (-82.32616496 34.8045717800001),5.0,5637.0,6.0
5437,5437,5528,2329020,MUSC HEALTH KERSHAW MEDICAL CENTER,1315 ROBERTS ST,CAMDEN,SC,29020,NOT AVAILABLE,(803) 713-6227,GENERAL ACUTE CARE,OPEN,119,KERSHAW,45055,USA,34.2528387,-80.590406,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2022-02-28,NOT AVAILABLE,HTL-0963,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,45,PROPRIETARY,-999,119,NOT AVAILABLE,Y,POINT (-80.590406 34.2528387),5.0,5637.0,6.0
5438,5438,5529,7129204,MUSC HEALTH COLUMBIA MEDICAL CENTER DOWNTOWN,2435 FOREST DR,COLUMBIA,SC,29204,NOT AVAILABLE,(803) 256-5602,GENERAL ACUTE CARE,OPEN,258,RICHLAND,45079,USA,34.0143761,-81.0133447,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY/OTHER,2022-02-28,NOT AVAILABLE,HTL-0964,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,45,PROPRIETARY,-999,258,NOT AVAILABLE,Y,POINT (-81.01334469999991 34.0143761),5.0,5637.0,6.0
5439,5439,5530,1129203,MUSC HEALTH COLUMBIA MEDICAL CENTER - NORTHEAST,120 GATEWAY CORPORATE BLVD,COLUMBIA,SC,29203,NOT AVAILABLE,(803) 256-5602,GENERAL ACUTE CARE,OPEN,74,RICHLAND,45079,USA,34.10416789,-80.95863577,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gis.dhec.sc.gov/arcgis/rest/services/health/healthfacilities/mapserver/14,2021-07-02,IMAGERY,2014-02-10,NOT AVAILABLE,HTL-0965,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,45,PROPRIETARY,-999,74,NOT AVAILABLE,Y,POINT (-80.9586357699999 34.10416789),5.0,5637.0,6.0
5440,5440,5531,4157105,LIFESCAPE,2501 W 26TH ST,SIOUX FALLS,SD,57105,2498,(605) 444-9500,SPECIAL,OPEN,18,MINNEHAHA,46099,USA,43.52875565,-96.75530413,622110,"CHILDREN'S HOSPITALS, GENERAL",https://apps.sd.gov/ph04lassnet/rptph04licenselist.aspx,2021-11-23,IMAGERY/OTHER,2018-12-03,NOT AVAILABLE,10562,NOT AVAILABLE,46,NON-PROFIT,-999,18,NOT AVAILABLE,N,POINT (-96.75530413 43.5287556500001),5.0,5637.0,6.0
5441,5441,5532,7857078,SD HUMAN SERVICES CENTER,3515 BROADWAY AVE,YANKTON,SD,57078,7600,(605) 668-3100,PSYCHIATRIC,OPEN,133,YANKTON,46135,USA,42.91477297,-97.40125917,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://apps.sd.gov/ph04lassnet/rptph04licenselist.aspx,2021-11-23,IMAGERY,2016-11-11,https://dss.sd.gov/behavioralhealth/hsc/services.aspx,10577,NOT AVAILABLE,46,GOVERNMENT - STATE,-999,133,NOT AVAILABLE,N,POINT (-97.4012591699999 42.9147729700001),5.0,5637.0,6.0
5442,5442,5533,5657049,DUNES SURGICAL HOSPITAL,600 N SIOUX POINT RD,DAKOTA DUNES,SD,57049,5000,(605) 232-3332,SPECIAL,OPEN,38,UNION,46127,USA,42.50558245,-96.49574565,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://apps.sd.gov/ph04lassnet/rptph04licenselist.aspx,2021-11-23,IMAGERY,2013-12-27,NOT AVAILABLE,10580,NOT AVAILABLE,46,PROPRIETARY,-999,38,NOT AVAILABLE,N,POINT (-96.4957456499999 42.5055824500001),5.0,5637.0,6.0
5443,5443,5534,5057701,"SAME DAY SURGERY CENTER, LLC",651 CATHEDRAL DRIVE,RAPID CITY,SD,57701,7368,(605) 755-9900,SPECIAL,OPEN,6,PENNINGTON,46103,USA,44.05868632,-103.22887127,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://apps.sd.gov/ph04lassnet/rptph04licenselist.aspx,2021-11-23,IMAGERY,2014-03-12,http://www.samedaysurgerycenter.org,10581,NOT AVAILABLE,46,PROPRIETARY,-999,6,NOT AVAILABLE,N,POINT (-103.22887127 44.05868632),5.0,5637.0,6.0
5444,5444,5535,4857701,BLACK HILLS SURGICAL HOSPITAL LLP,216 ANAMARIA DR,RAPID CITY,SD,57701,7366,(605) 721-4700,SPECIAL,OPEN,26,PENNINGTON,46103,USA,44.04644362,-103.2234841,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptph04licenselist.aspx,2021-11-23,IMAGERY,2013-12-31,NOT AVAILABLE,10582,NOT AVAILABLE,46,PROPRIETARY,-999,26,NOT AVAILABLE,N,POINT (-103.2234841 44.04644362),5.0,5637.0,6.0
5445,5445,5536,8057105,"SIOUX FALLS SPECIALTY HOSPITAL, LLP",910 E 20TH ST,SIOUX FALLS,SD,57105,1012,(605) 334-6730,SPECIAL,OPEN,33,MINNEHAHA,46099,USA,43.53505616,-96.71426497,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://apps.sd.gov/ph04lassnet/rptph04licenselist.aspx,2021-11-23,IMAGERY/OTHER,2016-11-11,https://www.sfsh.com/,10583,NOT AVAILABLE,46,PROPRIETARY,-999,33,NOT AVAILABLE,Y,POINT (-96.71426497 43.5350561600001),5.0,5637.0,6.0
5446,5446,5537,7957105,SELECT SPECIALTY HOSPITAL - SOUTH DAKOTA,1305 WEST 18TH STREET,SIOUX FALLS,SD,57105,1016,(605) 312-9520,LONG TERM CARE,OPEN,24,MINNEHAHA,46099,USA,43.53540197,-96.74322897,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://apps.sd.gov/ph04lassnet/rptph04licenselist.aspx,2021-11-23,IMAGERY/OTHER,2016-11-11,http://southdakota.selectspecialtyhospitals.com/,10586,NOT AVAILABLE,46,PROPRIETARY,-999,24,NOT AVAILABLE,Y,POINT (-96.74322897 43.5354019700001),5.0,5637.0,6.0
5447,5447,5538,3257108,AVERA HEART HOSPITAL OF SOUTH DAKOTA,4500 WEST 69TH STREET,SIOUX FALLS,SD,57108,NOT AVAILABLE,(605) 977-7000,SPECIAL,OPEN,53,LINCOLN,46083,USA,43.49094299,-96.78073418,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://apps.sd.gov/ph04lassnet/rptph04licenselist.aspx,2021-11-23,IMAGERY,2014-03-12,http://www.avera.org/locations/heart-hospital/,41953,NOT AVAILABLE,46,NON-PROFIT,-999,53,NOT AVAILABLE,Y,POINT (-96.78073418 43.4909429900001),5.0,5637.0,6.0
5448,5448,5539,196784253,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SIOUX FALLS,4700 W 69TH STREET,SIOUX FALLS,SD,57108,8757,(605) 305-5600,SPECIAL,OPEN,40,LINCOLN,46083,USA,43.490445,-96.7852894,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://apps.sd.gov/ph04lassnet/rptph04licenselist.aspx,2021-11-23,IMAGERY/OTHER,2022-04-01,NOT AVAILABLE,70411,NOT AVAILABLE,46,NOT AVAILABLE,-999,40,NOT AVAILABLE,N,POINT (-96.7852894 43.4904450000001),5.0,5637.0,6.0
5449,5449,5540,657401,AVERA ST. LUKE'S,305 S STATE ST,ABERDEEN,SD,57401,4450,(605) 622-5000,GENERAL ACUTE CARE,OPEN,60,BROWN,46013,USA,45.46151003,-98.47851235,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptph04licenselist.aspx,2021-11-23,IMAGERY,2014-02-10,NOT AVAILABLE,10525,NOT AVAILABLE,46,NON-PROFIT,-999,60,LEVEL III,Y,POINT (-98.47851235 45.4615100300001),2.0,551.0,3.0
5450,5450,5541,5957006,BROOKINGS HEALTH SYSTEM,300 22ND AVE,BROOKINGS,SD,57006,2496,(605) 696-9000,GENERAL ACUTE CARE,OPEN,49,BROOKINGS,46011,USA,44.30787831,-96.76696725,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptph04licenselist.aspx,2021-11-23,IMAGERY,2014-03-12,NOT AVAILABLE,10529,NOT AVAILABLE,46,GOVERNMENT - LOCAL,-999,49,TRH,Y,POINT (-96.76696724999989 44.30787831),0.0,0.0,0.0
5451,5451,5542,1257301,AVERA QUEEN OF PEACE,525 N FOSTER,MITCHELL,SD,57301,2999,(605) 995-2000,GENERAL ACUTE CARE,OPEN,50,DAVISON,46035,USA,43.71434228,-98.0080208,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptph04licenselist.aspx,2021-11-23,IMAGERY,2014-03-12,NOT AVAILABLE,10552,NOT AVAILABLE,46,NON-PROFIT,-999,50,TRH,Y,POINT (-98.0080207999999 43.71434228),0.0,0.0,0.0
5452,5452,5543,2257501,AVERA ST. MARY'S HOSPITAL,801 E SIOUX,PIERRE,SD,57501,1023,(605) 224-3100,GENERAL ACUTE CARE,OPEN,50,HUGHES,46065,USA,44.35980422,-100.34262675,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptph04licenselist.aspx,2021-11-23,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,10556,NOT AVAILABLE,46,NON-PROFIT,-999,50,CTH,N,POINT (-100.34262675 44.3598042200001),0.0,0.0,0.0
5453,5453,5544,4957701,MONUMENT HEALTH RAPID CITY HOSPITAL,353 FAIRMONT BLVD,RAPID CITY,SD,57701,6000,(605) 755-1000,GENERAL ACUTE CARE,OPEN,417,PENNINGTON,46103,USA,44.0577486,-103.22525031,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptph04licenselist.aspx,2021-11-23,IMAGERY,2014-03-12,NOT AVAILABLE,10558,NOT AVAILABLE,46,NON-PROFIT,-999,417,LEVEL II,Y,POINT (-103.22525031 44.0577486),1.0,369.0,2.0
