field_1,field_1_1,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,Unnamed: 0,counts,score
"907","907","911","43691770",L.A. DOWNTOWN MEDICAL CENTER - INGLESIDE CAMPUS D/P APH,7500 HELLMAN AVE,ROSEMEAD,CA,"91770","2216",(626) 288-1160,PSYCHIATRIC,OPEN,"118",LOS ANGELES,"6037",USA,34.06956607,-118.10568845,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"930000161","L.A. DOWNTOWN MEDICAL CENTER, LLC","6",PROPRIETARY,"-999","118",NOT AVAILABLE,N,5,5637,6
"908","908","912","38190095",RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD BLVD,LOS ANGELES,CA,"90095","8358",(310) 267-2041,GENERAL ACUTE CARE,OPEN,"446",LOS ANGELES,"6037",USA,34.06655438,-118.44662507,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2013/10/15,NOT AVAILABLE,"930000162",REGENTS UNIVERSITY OF CALIFORNIA HEALTH SCIENCES AND SERVICES,"6",GOVERNMENT - STATE,"-999","446","LEVEL I ADULT, LEVEL I PEDIATRIC",Y,0,0,0
"909","909","913","51390033",USC KENNETH NORRIS JR. CANCER HOSPITAL,1441 EASTLAKE AVE,LOS ANGELES,CA,"90089","0112",(626) 665-1058,GENERAL ACUTE CARE,OPEN,"60",LOS ANGELES,"6037",USA,34.06135541,-118.20478551,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"930000163",KECK MEDICAL CENTER OF USC,"6",NON-PROFIT,"-999","60",NOT AVAILABLE,Y,5,5637,6
"910","910","914","73191401",SOUTHERN CALIFORNIA HOSPITAL AT VAN NUYS D/P APH,14433 EMELITA ST,VAN NUYS,CA,"91401","4213",(818) 787-1511,PSYCHIATRIC,OPEN,"59",LOS ANGELES,"6037",USA,34.1769007,-118.44749083,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2015/01/14,NOT AVAILABLE,"930000186","SOUTHERN CALIFORNIA HEALTHCARE SYSTEM, INC.","6",PROPRIETARY,"-999","59",NOT AVAILABLE,N,5,5637,6
"911","911","915","73491208",USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,CA,"91208","1407",(818) 952-2208,GENERAL ACUTE CARE,OPEN,"116",LOS ANGELES,"6037",USA,34.20488886,-118.21598001,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2015/01/14,NOT AVAILABLE,"930000187",USC VERDUGO HILLS HOSPITAL,"6",NON-PROFIT,"-999","116",NOT AVAILABLE,Y,5,5637,6
"912","912","916","10391790",WEST COVINA MEDICAL CENTER,725 S ORANGE AVE,WEST COVINA,CA,"91790","2614",(626) 338-8481,GENERAL ACUTE CARE,OPEN,"13",LOS ANGELES,"6037",USA,34.07136945,-117.94490301,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"930000188","WEST COVINA MEDICAL CENTER, INC.","6",PROPRIETARY,"-999","13",NOT AVAILABLE,N,5,5637,6
"913","913","917","52990033",ADVENTIST HEALTH WHITE MEMORIAL,1720 E CESAR E CHAVEZ AVE,LOS ANGELES,CA,"90033","2414",(323) 268-5000,GENERAL ACUTE CARE,OPEN,"293",LOS ANGELES,"6037",USA,34.0491115,-118.2179995,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"930000191",WHITE MEMORIAL MEDICAL CENTER,"6",NON-PROFIT,"-999","293",NOT AVAILABLE,N,5,5637,6
"914","914","918","49890813",TOM REDGATE MEMORIAL RECOVERY CENTER,1775 CHESTNUT AVE,LONG BEACH,CA,"90813","1674",(562) 599-8444,REHABILITATION,OPEN,"63",LOS ANGELES,"6037",USA,33.78936752,-118.19664647,"622310","REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"930000193","BEHAVIORAL HEALTH SERVICES, INC.","6",NON-PROFIT,"-999","63",NOT AVAILABLE,N,5,5637,6
"915","915","919","22590011",KEDREN COMMUNITY MENTAL HEALTH CENTER,4211 AVALON BLVD,LOS ANGELES,CA,"90011","5622",(323) 233-0425,PSYCHIATRIC,OPEN,"72",LOS ANGELES,"6037",USA,34.00729948,-118.26621008,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"930000194","KEDREN COMMUNITY HEALTH CENTER, INC.","6",NON-PROFIT,"-999","72",NOT AVAILABLE,N,5,5637,6
"916","916","920","7690701",COLLEGE HOSPITAL,10802 COLLEGE PL,CERRITOS,CA,"90703","1505",(562) 924-9581,PSYCHIATRIC,OPEN,"187",LOS ANGELES,"6037",USA,33.88433527,-118.1029467,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"930000196",COLLEGE HOSPITAL INC.,"6",PROPRIETARY,"-999","187",NOT AVAILABLE,N,5,5637,6
"917","917","921","21191367",KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5601 DE SOTO AVE,WOODLAND HILLS,CA,"91367","6701",(818) 719-2000,GENERAL ACUTE CARE,OPEN,"274",LOS ANGELES,"6037",USA,34.1703945,-118.58968722,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"930000290",KAISER FOUNDATION HOSPITALS,"6",NON-PROFIT,"-999","274",NOT AVAILABLE,N,5,5637,6
"918","918","922","196784384",BROTMAN MEDICAL CENTER D/P APH,3828 DELMAS TER,CULVER CITY,CA,"90232","2713",(310) 836-7000,PSYCHIATRIC,OPEN,"103",LOS ANGELES,"6037",USA,34.0230942,-118.39669906,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"930000492","SOUTHERN CALIFORNIA HEALTHCARE SYSTEM, INC.","6",PROPRIETARY,"-999","103",NOT AVAILABLE,N,5,5637,6
"919","919","923","196784385",COMMUNITY HOSPITAL LONG BEACH D/P APH,1720 TERMINO AVE,LONG BEACH,CA,"90804","2104",(562) 498-1000,PSYCHIATRIC,OPEN,"-999",LOS ANGELES,"6037",USA,33.78847191,-118.14462465,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"930000540","MWN COMMUNITY HOSPITAL, LLC","6",PROPRIETARY,"-999","-999",NOT AVAILABLE,N,5,5637,6
"920","920","924","196784386",SAINT FRANCIS MEDICAL CENTER D/P APH,3630 E IMPERIAL HWY,LYNWOOD,CA,"90262","2636",(310) 603-6871,PSYCHIATRIC,OPEN,"40",LOS ANGELES,"6037",USA,33.92974616,-118.20282854,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"930000558",PRIME HEALTHCARE SERVICES - ST. FRANCIS LLC,"6",PROPRIETARY,"-999","40",NOT AVAILABLE,Y,5,5637,6
"921","921","925","196784387",VISTA SPECIALTY HOSPITAL OF SAN GABRIEL VALLEY D/P,14148 FRANCISQUITO AVE,BALDWIN PARK,CA,"91706","6120",(626) 338-1101,PSYCHIATRIC,OPEN,"4",LOS ANGELES,"6037",USA,34.0630569,-117.9676425,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"930000625","KND DEVELOPMENT 52, L.L.C.","6",PROPRIETARY,"-999","4",NOT AVAILABLE,N,5,5637,6
"922","922","926","196784388",NORTHRIDGE HOSPITAL MEDICAL CENTER D/P APH,18300 ROSCOE BLVD,NORTHRIDGE,CA,"91325","4105",(818) 885-8500,PSYCHIATRIC,OPEN,"40",LOS ANGELES,"6037",USA,34.2201988,-118.533657,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"930000628",DIGNITY COMMUNITY CARE,"6",NON-PROFIT,"-999","40",NOT AVAILABLE,Y,5,5637,6
"923","923","927","196784389",ANTELOPE VALLEY HOSPITAL D/P APH,1600 W AVENUE J,LANCASTER,CA,"93534","2814",(661) 949-5000,PSYCHIATRIC,OPEN,"30",LOS ANGELES,"6037",USA,34.68825442,-118.15850593,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"930000630",ANTELOPE VALLEY HEALTHCARE DISTRICT,"6",GOVERNMENT - DISTRICT/AUTHORITY,"-999","30",NOT AVAILABLE,Y,5,5637,6
"924","924","928","196784390",GLENDALE ADVENTIST MEDICAL CENTER D/P APH,1509 WILSON TER,GLENDALE,CA,"91206","4007",(818) 409-8000,PSYCHIATRIC,OPEN,"60",LOS ANGELES,"6037",USA,34.15044282,-118.23000525,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"930000652",GLENDALE ADVENTIST MEDICAL CENTER,"6",NON-PROFIT,"-999","60",NOT AVAILABLE,Y,5,5637,6
"925","925","929","1691768",AMERICAN RECOVERY CENTER,2180 VALLEY BLVD,POMONA,CA,"91768","3325",(909) 865-2336,REHABILITATION,OPEN,"40",LOS ANGELES,"6037",USA,34.06099257,-117.79063593,"622310","REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"930000676","BEHAVIORAL HEALTH SERVICES, INC.","6",NON-PROFIT,"-999","40",NOT AVAILABLE,N,5,5637,6
"926","926","930","196784391","EMANATE HEALTH INTER - COMMUNITY HOSPITAL, D/P APH",210 W SAN BERNARDINO RD,COVINA,CA,"91723","1515",(626) 331-7331,PSYCHIATRIC,OPEN,"30",LOS ANGELES,"6037",USA,34.0878738,-117.8935005,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"930000689",EMANATE HEALTH MEDICAL CENTER,"6",PROPRIETARY,"-999","30",NOT AVAILABLE,N,5,5637,6
"927","927","931","196784392",PROVIDENCE LITTLE COMPANY OF MARY RECOVERY CENTER,1386 W 7TH ST,SAN PEDRO,CA,"90732","3517",(310) 832-3311,REHABILITATION,OPEN,"48",LOS ANGELES,"6037",USA,33.73810424,-118.30764378,"622310","REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"930000751",PROVIDENCE HEALTH SYSTEM - SOUTHERN CALIFORNIA,"6",NON-PROFIT,"-999","48",NOT AVAILABLE,N,5,5637,6
"928","928","932","196784393",SAN GABRIEL VALLEY MEDICAL CENTER D/P APH,438 W LAS TUNAS DR,SAN GABRIEL,CA,"91776","1216",(626) 289-5454,PSYCHIATRIC,OPEN,"42",LOS ANGELES,"6037",USA,34.1010384,-118.1058436,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/04/01,NOT AVAILABLE,"930000782",AHMC SAN GABRIEL VALLEY MEDICAL CENTER LP,"6",PROPRIETARY,"-999","42",NOT AVAILABLE,N,5,5637,6
"929","929","933","196784394",PACIFICA HOSPITAL OF THE VALLEY D/P APH,9449 SAN FERNANDO RD,SUN VALLEY,CA,"91352","1421",(818) 767-3310,PSYCHIATRIC,OPEN,"38",LOS ANGELES,"6037",USA,34.2405259,-118.3960912,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"930000809",PACIFICA OF THE VALLEY CORPORATION,"6",PROPRIETARY,"-999","38",NOT AVAILABLE,N,5,5637,6
"930","930","934","196784395",GLENDALE MEMORIAL HOSPITAL AND HEALTH CTR D/P APH,1420 S CENTRAL AVE,GLENDALE,CA,"91204","2508",(818) 502-1900,PSYCHIATRIC,OPEN,"49",LOS ANGELES,"6037",USA,34.1280862,-118.2569564,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"930000854",DIGNITY COMMUNITY CARE,"6",NON-PROFIT,"-999","49",NOT AVAILABLE,N,5,5637,6
"931","931","935","196784396",WHITE MEMORIAL MEDICAL CENTER D/P APH,1720 E CESAR E CHAVEZ AVE,LOS ANGELES,CA,"90033","2414",(323) 268-5000,PSYCHIATRIC,OPEN,"33",LOS ANGELES,"6037",USA,34.0495414,-118.2173882,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"930000860",WHITE MEMORIAL MEDICAL CENTER,"6",NON-PROFIT,"-999","33",NOT AVAILABLE,N,5,5637,6
"932","932","936","196784397",ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,CA,"91436","2201",(818) 995-5000,PSYCHIATRIC,OPEN,"13",LOS ANGELES,"6037",USA,34.1574278,-118.4870017,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"930000867","PRIME HEALTHCARE SERVICES - ENCINO, LLC","6",PROPRIETARY,"-999","13",NOT AVAILABLE,N,5,5637,6
"933","933","937","196784398",HENRY MAYO NEWHALL MEMORIAL HOSPITAL D/P APH,25727 MCBEAN PKWY,VALENCIA,CA,"91355","3704",(661) 255-8100,PSYCHIATRIC,OPEN,"23",LOS ANGELES,"6037",USA,34.3988591,-118.5526337,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"930000888",HENRY MAYO NEWHALL MEMORIAL HOSPITAL,"6",NON-PROFIT,"-999","23",LEVEL II,Y,1,369,2
"934","934","938","196784399",BELLFLOWER MEDICAL CENTER D/P APH,9542 ARTESIA BLVD,BELLFLOWER,CA,"90706","6511",(562) 925-8355,PSYCHIATRIC,OPEN,"32",LOS ANGELES,"6037",USA,33.8743136,-118.1297319,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"930000894","ALTA LOS ANGELES HOSPITALS, INC.","6",PROPRIETARY,"-999","32",NOT AVAILABLE,N,5,5637,6
"935","935","939","22490033",KECK HOSPITAL OF USC,1500 SAN PABLO ST,LOS ANGELES,CA,"90033","5313",(626) 665-1058,GENERAL ACUTE CARE,OPEN,"401",LOS ANGELES,"6037",USA,34.06202984,-118.2013106,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"930000912",KECK MEDICAL CENTER OF USC,"6",NON-PROFIT,"-999","401",NOT AVAILABLE,Y,5,5637,6
"936","936","940","196784400",MARINA DEL REY HOSPITAL D/P APH,4650 LINCOLN BLVD,MARINA DEL REY,CA,"90292","6306",(310) 823-8911,PSYCHIATRIC,OPEN,"30",LOS ANGELES,"6037",USA,33.9821449,-118.4392262,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"930000931","CFHS HOLDINGS, INC.","6",NON-PROFIT,"-999","30",NOT AVAILABLE,N,5,5637,6
"937","937","941","196784401",PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,"90732","3505",(213) 832-3311,PSYCHIATRIC,OPEN,"25",LOS ANGELES,"6037",USA,33.7382583,-118.305098,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"930001163",PROVIDENCE HEALTH SYSTEM - SOUTHERN CALIFORNIA,"6",NON-PROFIT,"-999","25",NOT AVAILABLE,N,5,5637,6
"938","938","942","17491105",HUNTINGTON MEMORIAL HOSPITAL D/P APH,100 W CALIFORNIA BLVD,PASADENA,CA,"91105","3010",(626) 397-5000,PSYCHIATRIC,OPEN,"41",LOS ANGELES,"6037",USA,34.13438536,-118.15298394,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"930001207","PASADENA HOSPITAL ASSOCIATION, LTD","6",NON-PROFIT,"-999","41",LEVEL II,Y,1,369,2
"939","939","943","11291740",GLENDORA HOSPITAL,150 W ROUTE 66,GLENDORA,CA,"91740","6207",(626) 852-5054,PSYCHIATRIC,OPEN,"63",LOS ANGELES,"6037",USA,34.12748713,-117.86513794,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"930001396","CHLB,LLC","6",PROPRIETARY,"-999","63",NOT AVAILABLE,N,5,5637,6
"940","940","944","18491706",KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,"91706","5806",(626) 851-6386,GENERAL ACUTE CARE,OPEN,"272",LOS ANGELES,"6037",USA,34.06534422,-117.98569517,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"930001543",KAISER FOUNDATION HOSPITALS,"6",NON-PROFIT,"-999","272",NOT AVAILABLE,N,5,5637,6
"941","941","945","196784402",VERDUGO HILLS HOSPITAL D/P APH,1812 VERDUGO BLVD,GLENDALE,CA,"91208","1407",(818) 790-7100,PSYCHIATRIC,OPEN,"24",LOS ANGELES,"6037",USA,34.20474478,-118.21570392,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"930001555",USC VERDUGO HILLS HOSPITAL,"6",NON-PROFIT,"-999","24",NOT AVAILABLE,Y,5,5637,6
"942","942","946","23592706",KINDRED HOSPITAL - SANTA ANA,1901 COLLEGE AVE,SANTA ANA,CA,"92706","2334",(714) 564-7800,GENERAL ACUTE CARE,OPEN,"54",ORANGE,"6059",USA,33.7621497,-117.89159475,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"930001607","SOUTHERN CALIFORNIA SPECIALTY CARE, LLC","6",PROPRIETARY,"-999","54",NOT AVAILABLE,N,5,5637,6
"943","943","947","196784403","SHERMAN OAKS HOSPITAL AND HEALTH CENTER, D/P APH",4929 VAN NUYS BLVD,SHERMAN OAKS,CA,"91403","1702",(818) 981-7111,PSYCHIATRIC,OPEN,"19",LOS ANGELES,"6037",USA,34.1602807,-118.4495134,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"930001621","PRIME HEALTHCARE SERVICES - SHERMAN OAKS, LLC","6",PROPRIETARY,"-999","19",NOT AVAILABLE,Y,5,5637,6
